company_name,founded,city,industry,about,founders,investor,amount,series
Playo,2014.0,Bangalore,Sportstech,Playo is a one stop destination app for all things sports,Daanish suhail,Ah! ventures high tables,500000,Pre-series a
Playshifu,2016.0,Bangalore,Edtech,Playshifu is an edtech startup that offers teaching/learning tools for kids (4-12 years of age).,"Dinesh advani, vivek goyal","Chiratae ventures, bharat innovation fund","17,000,000",Series b
Playto labs,2021.0,Bangalore,E-learning,Playto labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. book a free trial for your child today at www.playtolabs.com,Pavan ponnaganti,Inflection point ventures,500000,Seed
Plutomen,2016.0,Ahmadabad,Ar startup,Plutomen technologies pvt ltd founded in nov 2016 is recognized start-up by dipp in the field of emerging technology.,Keyur bhalavat,"Gusec seed fund, devx venture fund",300000,
Pocket aces,2013.0,Mumbai,Media,Pocket aces is a digital entertainment company focused on mobile video.,"Anirudh pandita, aditi shrivastava, ashwin suresh","3one4 capital, dsp group","2,000,000",
Pocket fm,2018.0,Bangalore,Ott,"Pocket fm lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.","Rohan, nishanth srinivas, prateek dixit","Lightspeed, times group, tanglin venture partners",22000000,Series b
Pocketly,2019.0,Bangalore,Fintech,"Pocketly provides quick cash on hand, anytime - anywhere!","Aarav bhatia, navdeesh ahuja",,undisclosed,
Policybazaar,2008.0,Gurugram,Insurance,Policybazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,"Alok bansal, avaneesh nirjar, manoj sharma, tarun mathur, yashish dahiya","Falcon edge capital, white oak global advisors","75,000,000",
Polygon,2017.0,Mumbai,Crypto,Polygon is a blockchain scalability platform.,"Jaynti kanani, sandeep nailwal, anurag arjun","Mark cuban, mih ventures",Undisclosed,
Porter,2014.0,Bangalore,Logistics & supply chain,Porter is india's largest marketplace for intra-city logistics.,"Pranav goel, uttam digga, vikas choudhary","Tiger global, vitruvian partners",100000000,Series e
Postman,2014.0,Bangalore,Computer software,Postman is the collaboration platform for api development.,"Abhinav asthana, abhijit kane, ankit sobti","Crv, nexus venture partners",225000000,Series d
Power gummies,2018.0,New delhi,Nutrition,Power gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Divij bajaj,"Venture catalysts, 9unicorns",1000000,
Trica,2021.0,Mumbai,Equity management,Powering private markets - a technology platform for startups and investors.,Nimesh kampani,Letsventure,3000000,Seed
Powerplay,2020.0,Bangalore,Construction,Powerplay helps simplify end to end construction and architecture project management.,"Shubham goyal, lesh dixit","Sequoia’s surge, accel partners",5200000,
Pratilipi,2015.0,Bangalore,Online storytelling,"Pratilipi is the largest indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",Ranjeet pratap singh,"Krafton inc, omidyar",48000000,
Predictivu,2020.0,Gurugram,Management consulting,"Predictivu's ai-enabled dashboard integrated with india's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",,Kunal sarkar,1500000,Pre-seed
Prepbytes,2019.0,Gurugram,Edtech,Prepbytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,"Aditya bhushan verma, mamta kumari",Equanimity ventures,Undisclosed,
Prescinto,2016.0,Gujarat,Solar,Prescinto is the brain of a solar plant delivering actionable intelligence to increase generation.,Puneet jaggi,"Venture catalysts, 9unicorns accelerator fund","3,500,000",Seed
Karbon card,2019.0,Bangalore,Fintech,Prime objective is to empower indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,"Pei-fu hsieh, amit jangir, kartik jain, sunil sinha",Y combinator,undisclosed,
Pristyn care,2018.0,Gurugram,Healthtech,Pristyn care is health care startup that is disrupting elective surgery procedures,Harsimarbir (harsh) singh,"Sequoia capital india, hummingbird ventures","53,000,000",Series d
Probus insurance,2002.0,Mumbai,Insurance,Probus insurance is a leading insurtech platform in india.,Rakesh goyal,Blueorchard impact investment managers,6700000,
Prodo,2021.0,New delhi,Business supplies & equipment,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Sameen husain, abhiroop srivastava","Titan capital, letsventure",300000,Pre-seed
Dybo,2019.0,Bangalore,It,Product visualisation technology for commerce,Dhawal jain,Spanache,"100,000",Seed
Profitwheel,2020.0,Mumbai,Marketing & advertising,Profitwheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,"Vivek bhargava, gautam mehra, aman khanna","Netcore cloud, vallabh bhansali, jimmy mahtani",3000000,Seed
Progcap,2016.0,New delhi,Fintech,"Progcap (desiderata impact ventures private limited) is a mission-driven, inclusive financing technology firm","Pallavi shrivastava, himanshu chandra",Tiger global,30000000,Series c
Progcap,2017.0,New delhi,Fintech,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Pallavi shrivastava, himanshu chandra","Somak ghosh, m v nair","1,000,000",Debt
Prolgae,2016.0,The nilgiris,Biotechnology,Prolgae spirulina supplies pvt. ltd. is a nordic-india joint operating company.,Aakas sadasivam,Vijayan,200000,Seed
Propreturns,2020.0,Mumbai,Real estate,Propreturns is a platform for users to invest in indian real estate backed by data.,"Jayant panwar, kenish shah","Y combinator﻿, ﻿goodwater capital",1200000,
Bharatagri,2017.0,Bangalore,Agritech,Provide personalized farm solution to the farmers. only app to provide actionable insights based on weather changes.,"Sai gole, siddharth dialani","Omnivore, india quotient",6500000,Series a
Sped@home,2020.0,Mumbai,Edtech,"Provide remediation, occupational therapy, speech therapy and socio-emotional coaching for children with learning disabilities like dyslexia, dysgraphia, dyscalculia",Dhaval mody,,300000,
Skymet,2003.0,Noida,Environmental services,Provide services that allow clients to understand and organize themselves around changing environment.,Yogesh patil,"Northern arc, caspian impact investments",1000000,
Inficold,2015.0,New delhi,Solar,Provide uninterrupted and affordable cooling for refrigeration,"Himanshu pokharna, nitin goel",Shell foundation,"900,000",Pre-series a
Sun mobility,2017.0,Bangalore,Automotive,Provider of universal energy infrastructure and services to accelerate mass ev usage!,Chetan maini,Vitol,50000000,
Zorro,2021.0,Gurugram,Social network,Pseudonymous social network platform,"Jasveer singh, abhishek asthana, deepak kumar","Vijay shekhar sharma, ritesh agarwal, ankiti bose",32000000,Seed
Pumpumpum,2018.0,Gurugram,Rental,Pumpumpum is a car rental company.,"Tarun lawadia, sameer kalra","Kogta financial india limited, icici bank","700,000",Pre-series a
Pumpumpum,2018.0,Gurugram,Automotive,Pumpumpum is empowering millennials with a smart car subscription model. we provide monthly subscription of pre-owned cars at affordable rates.,Tarun lawadia,Lc nueva aif,undisclosed,
Puresh daily,2019.0,Ranchi,Milk startup,Pureandfres-milk delivers fresh milk directly from its farm to home. fresh milk without any trace of chemicals is packed and sealed in glass bottle.,"Manish piyush, ayush kumar","Alfa ventures, agility venture partners","100,000",Seed
Purpletutor,2019.0,Mumbai,Edtech,Purpletutor is the only coding platform that mandates every teacher to have a formal computer science degree,"Gaurav perti, yatish gupta",Ivycap ventures,"300,000",Seed
Purplle,2011.0,Mumbai,Beauty products,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Manish taneja, rahul dash","Spring marketing capital, verlinvest","45,000,000",
Purplle,2012.0,Mumbai,E-commerce,Purplle.com is one of india’s largest e-beauty destinations with more than 7 million monthly active users.,"Rahul dash, manish taneja",Kedaara,70000000,
Wright research,2019.0,Mumbai,Advisory firm,Quantitative investment management and research,Sonam srivastava,"Ajat hukkoo, piyush chaplot",Undisclosed,Pre-seed
Questt,2020.0,Gurugram,Edtech,Questt is a free online homework app that lets teachers assign gamified homework to students.,"Akhil, mohsin m, rohit pande",Celesta capital,6750000,Series a
Questt,2020.0,Gurugram,Edtech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Akhil singh, mohsin, rohit pande","Chiratae ventures, aet fund","1,000,000",Seed
Quizizz,2015.0,Bangalore,Edtech,Quizizz is a education based startup,"Ankit gupta, deepak joy cheenath","Eight roads ventures india, nexus venture partners","12,500,000",Series a
Racenergy,2018.0,Hyderabad,Automotive,Racenergy is working to power the future of mobility through clean and efficient technologies.,Arun sreyas reddy,"Micelio fund, growx ventures",1300000,Seed+
Rage coffee,2018.0,New delhi,Food & beverages,"Rage coffee is a digitally native fmcg company that manufactures, markets & distributes innovative coffee products.",Bharat sethi,Sixth sense ventures,5000000,
Rage coffee,2018.0,New delhi,Food & beverages,Rage coffee is infused with plant based vitamins. these 100% natural extracts are typically found in foods.,Bharat sethi,"Getvantage, prakash katama",Undisclosed,Pre-series a
Rapido,2015.0,Bangalore,Information technology & services,Rapido is a bike taxi service spread widely across all of india from tier 1 to tier 3 cities.,"Aravind sanka, pavan guntupalli, sr rishikesh","Shell ventures, yamaha, kunal shah",52000000,
Rapido,2015.0,Bangalore,Transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind sanka, pavan guntupalli, rishikesh sr","Skycatcher, nexus venture partners","43,000,000",Series c
Raptee energy,2019.0,Chennai,Automotive,Raptee energy inc. is looking to accelerate the transition to smart and sustainable mobility!,Phunith kumar,,700000,
Razorpay,2014.0,Bangalore,Fintech,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Harshil mathur, shashank kumar","Matrix partners india, gic","160,000,000",Series e
Readyassist,2018.0,Bangalore,Vehicle repair startup,"Readyassist is one of the india's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both bikes & cars.",Vimal singh sv,Satish grampurohit,"1,000,000",Seed
Goto,2020.0,Ghaziabad,Transportation,Real time intercity city transit platform for 1.25 bn people in india,"Akhilesh sagar, harsh vardhan sharma",Jesse lucas,"150,000",
Haber,2017.0,Pune,Industrial automation,"Real-time, automated insights to increase plant efficiency","Vipin raghavan, priya venkat, arjunan pn",Ascent capital,20000000,Series b
Reccy adventures,2019.0,Gurugram,Sports startup,Reccy adventures is an adventure sports startup.,"Amit chowdhury, siddhartha chatterjee, tapas pal","Kallol banerjee, jaydeep barman","400,000",Seed
Pee safe,2013.0,Gurugram,Healthcare,Redcliffe hygiene private limited is india's fastest growing hygiene company.,"Dheeraj jain, srijana bagaria, vikas bagaria","Shaival desai, alkemi venture partners",3000000,Pre-series b
Gobillion,2020.0,New delhi,Social commerce,Redefining social commerce for tier 2+ cities in india - making e-commerce social!,"Roshan farhan, kulapradip bharali","Ycombinator, justin mateen, pioneer fund",2900000,Seed
Cardekho,2008.0,Jaipur,Automotive,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,"Amit jain, anurag jain",,250000000,Series e
Refyne,2020.0,Bangalore,Fintech,Refyne partners with organisations to extend on-demand earned wage access (ewa) to employees.,"Chitresh sharma, apoorv kumar","Dst global, rtp global",20000000,Series a
Qin1,2019.0,Noida,Edtech,Re-imagining kids of 21st century!,Ishan gupta,Venture catalysts,Undisclosed,Pre-series a
Yu foodlabs,2020.0,Gurugram,Food & beverages,Re-imagining packaged foods with natural ingredients & zero preservatives,"Bharat bhalla, varun kapur","Manish choksi, varun vakil",1000000,Pre-series a
Remedico,2017.0,Hyderabad,Healthcare,Remedico is a mobile healthcare,Ranjit bhatia,"Venture catalysts, tahseen consulting","500,000",
Renee cosmetics,2019.0,Ahmedabad,Cosmetics,"Renée cosmetics is an indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.","Priyank shah, ashutosh valani, aashka goradia goble","Equanimity ventures, 9unicorns",1500000,Pre-series a
Reshamandi,2020.0,Bangalore,B2b,"Reshamandi provides a full-stack digital ecosystem in the form of a super app, from farm to retail.",Utkarsh apoorva,"9unicorns, venture catalysts, sandeep singhal",30000000,Series a
Revfin,2018.0,New delhi,Fintech,Revfin is a digital lending company.,Sameer aggarwal,Shell foundation,Undisclosed,
Revfin,2017.0,New delhi,Financial services,"Revfin is a financial technology (fintech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",Sameer aggarwal,"Ruchirans jaipuria, rishi kajaria",4000000,Pre-series a
Whiz league,2020.0,New delhi,Edtech,Revolutionizing learning experience that goes beyond academia,"Natasha jain, sonia agarwal bajaj",Iti growth opportunities,300000,
Anveshan,2019.0,Bangalore,Food production,Revolutionizing the food industry through technology by providing high-quality traceable food products,"Aayushi khandelwal, akhil kansal, kuldeep parewa","Dsg consumer partners, titan capital",500000,Seed
Revos,2017.0,Bangalore,Automotive,Revos is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through ai-integrated iot  solutions,"Mohit yadav, jyotrian jan harichandran",,4000000,Series a
Risebird,2018.0,Pune,Human resources,Risebird provides on-demand 2.5k + expert video interviews and a.i. powered insights to help companies hire online.,Ashutosh seth,Sab holdings,500000,
Riskcovry,2018.0,Bangalore,Insuretech,"Riskcovry is an ""insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Suvendu prusty, sorabh bhandari, vidya sridharan, chiranth patil","Better capital, bharat inclusion seed fund","5,000,000",Series a
Rockclimber,2019.0,Bangalore,Food & beverages,Rockclimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,"Deepak poduval, hariprasad shetty",Anand prakash sharma,1000000,
Rocket skills,2020.0,Gurugram,Edtech,Rocket skills is the #1 platform for learning skills which will bring a high positive impact on your business and life skills.,"Vibhu bahuguna, mohit jain","Better capital, first cheque, titan capital",200000,Pre-seed
Rubix data sciences,2018.0,Mumbai,It startup,"Rubix data sciences focuses on simplifying decision making for credit, risk, compliance, supply chain and marketing professionals in the b2b domain.",Mohan ramaswamy,,"800,000",Seed
Rulezero,2019.0,Bangalore,Financial services,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.","Satish mugulavalli, srinivas katta",The treasury,2500000,Seed
Rulezero,2019.0,Bangalore,Tech startup,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Satish mugulavalli, srinivas katta","Induslaw, reddy futures","1,000,000",Seed
Rupifi,2019.0,Bangalore,Fintech,Rupifi operates a software-as-a-service (saas) firm focussed on financial products.,Anubhav jain,Quona capital,"4,100,000",Pre-series a
Ruptok fintech,2020.0,New delhi,Financial services,"Ruptok fintech pvt. ltd. is an online gold loan service provider , with attractive interests rate .",Ankur gupta,Manuvel malabar jewellers,2000000,Pre-series a
Ruptok,2020.0,New delhi,Fintech,"Ruptok fintech pvt. ltd. is an online gold loan service provider , with attractive interests rate .",Ankur gupta,Eclear leasing,1000000,
Ruptok,2020.0,New delhi,Fintech,Ruptok operates as a fintech platform for gold loans,"Ankur gupta, akshita gupta, yashwardhan aeren",Wurk,"10,000,000",
Knorish,2016.0,Gurugram,Edtech,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","Rakhi wadhwa, kinner n sacchdev","Inflection point ventures, rockstud capital, pentathlon ventures, prophetic ventures syndicate",1000000,Pre-series a
Techeagle,2015.0,Gurugram,Aviation & aerospace,"Safe, secure & reliable on-demand drone delivery network for medical, parcel & essential items",Vikram singh meena,India accelerator,500000,Seed
Safex chemicals,1991.0,New delhi,Agritech,Safex chemicals india ltd is a leading company having a strong foothold in the indian agrochemicals industry.,"Sk jindal, sk chaudhary",Banyantree finance pvt. ltd.,"50,000,000",
Safexpay,2017.0,Thane,Fintech,Safexpay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,Ravi gupta,"T choithrams bvi, ardor","6,000,000",
Salarybox,2020.0,Gurugram,Financial services,Salarybox is solution that makes employee management effortless.,"Nikhil goel, peeyush goyal","Y-combinator, ame cloud ventures, gokul rajaram",4000000,Seed
Salt,2019.0,Bangalore,Financial services,Salt is a neo-banking experience created to cater to international businesses.,"Ankit parasher, udita pal","Prashant pansare, supermorpheus",500000,Pre-seed
Samaaro,2020.0,Bangalore,Saas startup,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience","Mayank banka, purnank prakash, skandha gopalan","Chaitanya kalipatnapu, kedar gavane",125000,
Samunnati,2014.0,Chennai,Agritech,Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.,Anil kumar,"U.s. international development finance corp, responsability","10,000,000",Debt
Sanctum wealth,2016.0,Mumbai,Investment management,Sanctum is an indian wealth management firm which has acquired rbs india’s private banking business.,Shiv gupta,The xander group,10000000,
Sapio analytics,2019.0,Mumbai,Computer software,Sapio helps government create policies driven by the power of data and ai.,"Hardik somani, ashwin srivastava, shripal jain, viral vora","Rachit poddar, rajesh gupta",undisclosed,
Sarvagram,2019.0,Mumbai,Fintech,Sarvagram provides livelihood upgradation for aspiring households based in rural and semi-urban india.,"Utpal isser, sameer mishra",Elevation capital,"10,000,000",Series b
Satsure,2017.0,Bangalore,Defense & space,Satsure is an innovative decision analytics company,"Prateep basu, rashmit singh sukhmani, abhishek raju",Baring pe india,undisclosed,
Satya microcapital,2017.0,New delhi,Fintech,Satya microcapital is a micro finance company based on a group lending model that allows borrowers to share liability.,Vivek tiwari,"Blueorchard finance s a, gojo & company","20,000,000",
Satya microcapital,2017.0,New delhi,Banking,Satya microcapital limited is a delhi based nbfc serving low income entrepreneurs in rural and urban areas.,Vivek tiwari,"Responsability investments, blue orchard",10000000,
Saveo,2019.0,Bangalore,Healthtech,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,"Amit kumar, anurag savarnya, shivansh shrivastava, vivek jaiswal","Matrix partners india, rtp global","4,000,000",Seed
Say cheese,2020.0,Mumbai,Femtech,"Say cheese is the first holistic women-happiness platform in india, focused to increase the happiness of women through personalized solutions",Rajpreet kaur,,"1,000,000",Seed
Scentials,2018.0,Mumbai,Personal care,Scentials is building a unique beauty brands studio platform,"Mahesh bhupathi, jinesh mehta","Ambiga subramanian, goutham ekollu","6,000,000",
Sea6 energy,2010.0,Bangalore,Biotechnology,"Sea6 energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.","Sailaja nori, nelson vadassery, sowmya balendiran, shrikumar suryanarayan",Aqua-spark,9000000,Series b
Securenow,2011.0,Gurugram,Insurance,Securenow is an award winning tech-enabled insurance intermediary.,"Kapil mehta, abhishek bondia",Apis insurtech fund i,6000000,Series b
Auntie fung,2015.0,Bangalore,Food & beverages,Serving delectable and eclectic pan-asian fare to all foodies in a quick-service & healthy format,"Satrajit das, subhradeep bhowmik",India angel network,400000,
Settl,2020.0,Bangalore,Real estate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,"Abhishek tripathi, bharath bhaskar, ashok reddy","Ah! ventures, we founder circle",500000,Seed
Sharechat,2015.0,Bangalore,Social media,Sharechat is a social networking and regional content platform.,"Ankush sachdeva, bhanu pratap singh, farid ahsan","Twitter ventures, pawan munjal","500,000,000",
Owo,2020.0,Gurugram,E-commerce,"Shop packaged drinking water, beverages from your favorite brands i.e. kinley, bisleri, aquafina, coca-cola, pepsi etc",Hardev sahu,Ah! ventures,"200,000",
Eyemyeye,2021.0,Gurugram,Eyewear,"Shop the latest eyeglasses, sunglasses, power sunglasses, contact lens and more.",Ganesh iyer,,2000000,Pre-series a
Shopmylooks,2021.0,Noida,Digital platform,Shopmylooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,Rohit jaiswal,"Capital a, collective artists network",200000,
Simpl,2015.0,Bangalore,Consumer services,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized pos credit and intelligent loyalty rewards","Nitya, chaitra chidanand","Valar ventures, ia ventures",40000000,Series b
Renewbuy,2015.0,Gurugram,Insuretech,Simplest way to renew car insurance. get quote and insure car in couple of minutes,"Balachander sekhar, sandeep nanda","Lok capital, iifl asset management",45000000,Series c
Simplicontract,2020.0,Bangalore,Software,"Simplicontract is an enterprise saas offering, focused on end to end contract life-cycle management.","Guru venkatesan, jinaraj pg, makesh kumar",Kalaari capital,1800000,Seed
Renewbuy,2015.0,Gurugram,Fintech,"Simplify insurance and aim to take it to the last indian, through our digitally enabled posp advisors.",Balachander sekhar,Evolvence capital,10000000,Series c
Niroggyan,2019.0,Gurugram,Healthcare,"Simplifying diagnostics for labs, doctors, and people.","Joyneel acharya, shweta gandhi","Healthcare veterans, pieds",undisclosed,Seed
Exponent energy,2020.0,Bangalore,Automotive,Simplifying energy for evs by building a flexible energy stack.,"Arun vinayak, sanjay byalal",Yournest vc,5000000,Pre-series a
Siply,2020.0,Bangalore,Fintech,Siply services operates as a micro-savings platform.,"Sousthav chakrabarty, anil bhat",Inflection point ventures,"1,000,000",Seed
Siply,2020.0,Bangalore,Fintech,Siply services operates as a micro-savings platform.,Sousthav chakrabarty,Inflection point ventures,"1,000,000",Seed
Sk finance,1994.0,Jaipur,Financial services,Sk finance is a leading player in vehicle financing and small business loans lending space with aum over 4000cr.,Rajendra setia,"Iifl wealth, tpg growth, norwest venture partners",53000000,Series f
Skillmatics,2016.0,Mumbai,Edtech,Skillmatics develops learning games for pre-school and primary school kids aged under 10,Dhvanil sheth,Sequoia capital india,6000000,Series a
Slang labs,2017.0,Bangalore,Computer software,Slang labs provides accurate and multilingual in-app voice assistants for android and web apps,Kumar rangarajan,100x entrepreneurs,undisclosed,
Slice,2015.0,Bangalore,Financial services,"Slice is india's best credit card challenger to pay bills, manage expenses, and unlock rewards","Rajan bajaj, siva kumar tangudu","Tiger global, insight partners",220000000,Series b
Slice,2016.0,Bangalore,Financial services,"Slice is india's best credit card challenger to pay bills, manage expenses, and unlock rewards",Rajan bajaj,"Northern arc capital, niyogin fintech limited, credit saison india, vivriti capital",10000000,
Slice,2016.0,Bangalore,Fintech,"Slice is india's best credit card challenger to pay bills, manage expenses, and unlock rewards.",Rajan bajaj,"Gunosy, blume ventures",20000000,
Ssa finserv,2019.0,Mumbai,Fintech,Small businesses-focused non-banking lender,Vikas agarwal,Blue ashva capital,"3,000,000",
Smallcase,2015.0,Bangalore,Fintech,Smallcase is a new way to invest in the stock markets.,"Anugrah shrivastava, vasanth kamath, rohan gupta",Faering capital,40000000,Series c
Smart joules,2014.0,New delhi,Renewable energy,Smart joules is an energy management company.,"Arjun p gupta, ujjal majumdar, sidhartha gupta","Raintree family office, adb arm","49,000,000",
Shadez,2019.0,Mumbai,Consumer services,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .","Adarsh anand, amit tiwari",Inflection point ventures,200000,Pre-series a
Smartstaff,2020.0,Bangalore,Recruitment,Smartstaff (previously qikwork) is a full stack blue-collar workforce management platform.,"Arpit dave, viral chhajer, gnanesh chilukuri, aravind reddy","Blume ventures, nexus venture partners",4300000,
Snack amor,2014.0,Mumbai,Food & beverages,"Snack amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",Deepak grover,"Sanchit agarwal, sujan sinha, michael cooke",undisclosed,
Cora health,2020.0,Bangalore,"Health, wellness & fitness",Social commerce marketplace for everyday health and wellness.,"Snigdha kumar, shrijit venkatesh",Indian angel network,600000,Seed
Cora health,2020.0,Bangalore,Healthcare,Social commerce marketplace for health and wellness. help people discover products suited to their health needs.,"Shrijit venkatesh, snigdha kumar",,undisclosed,
Bewakoof,2011.0,Mumbai,D2c fashion,"Society perceives bewakoof as stupid.but what does society call bewakoof?often, it’s anything different or anything that’s done differently.",Prabhkiran singh,"Ivycap ventures, pratithi investment trust","4,000,000",
Little leap,2020.0,New delhi,Edtech,Soft skills that make smart leaders,Holistic development programs for children in age range 5-15,"Vishal gupta, ah! ventures",300000,
Solethreads,2018.0,Gurugram,Fashion,Solethreads is a ‘made in india’ footwear brand that’s creating a flip flop revolution.,Vikram iyer,"Dsg consumer partners, saama capital","1,000,000",Series a
Sirona hygiene,2015.0,New delhi,Healthtech,Solving unaddressed intimate & menstrual hygiene issues with our award-winning innovative & modern products.,"Deep bajaj, mohit bajaj","Nb ventures, ian fund","3,000,000",Series a
Soothe healthcare,2012.0,New delhi,Consumer goods,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of personal hygiene products.",Sahil dharia,A91 partners,10000000,Series c
Ishitva,2018.0,Ahmedabad,Computer software,"Sort to create value’ using #ai, #robotics and #airsorter to achieve a #circulareconomy with environmental benefits.",Jitesh dadlani,Inflection point ventures,1000000,Pre-series a
Blue tokai coffee roasters,2012.0,New delhi,Food & beverages,"Source, roast, and brew india's best single-origin arabica coffee.","Matt chitharanjan, shivam shahi, namrata asthana",Anicut angel fund,2000000,Pre-series b
The good glamm group,2021.0,Pune,Information technology & services,South asia’s largest content-to-commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Darpan sanghvi, priyanka gill, naiyya saggi","Warburg pincus﻿, prosus ventures",150000000,Series d
Spardha,2016.0,Pune,Edtech,"Spardha school of music, spardha academy, spardha online are associated marks with spardha learnings private limited.","Saurabh srivastav, amrita srivastav",Inflection point ventures,400000,Pre-series a1
Speciale invest,2017.0,Bangalore,Fintech,Speciale invest is an early stage investor focusing on tech-driven/deep-tech ventures.,"Vishesh rajaram, arjun rao",,"10,000,000",
Spinny,2015.0,Gurugram,Automotive,Spinny is a new age used car end-to-end platform in india.,"Niraj singh, mohit gupta, ramanshu mahaur",Tiger global,108000000,Series d
Spinny,2015.0,Gurugram,Automotive,Spinny is a new age used car end-to-end platform in india.,"Niraj singh, mohit gupta, ramanshu mahaur","Abu dhabi growth fund, tiger global",248000000,Series e
Spinny,2015.0,Gurugram,Retail,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,"Mohit gupta, niraj singh, ramanshu mahaur","Arena holdings, think investments","65,000,000",Series c
Splashlearn,2018.0,Gurugram,Edtech,Splashlearn is an edtech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Arpit jain, joy deep nath, mayank jain, umang jain","Accel, owl ventures","18,000,000",Series c
Sportzchain,2021.0,Mumbai,Sports,Sportzchain is india's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,Siddharth jaiswal,"Darq capital, jagadeesh atukuri",400000,Pre-seed
Spottabl,2017.0,Bangalore,Human resources,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,"Vanishri deshpande, satheesh k v, anupam choudhari","Letsventure, paradigm shift vc, binny bansal",400000,Seed
Stack,2020.0,Bangalore,Financial services,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Smriti tomar, tushar vyas","Y combinator, harvard management",4500000,Seed
Devic earth,2018.0,Bangalore,Pollution control equiptment,"State-of-the-art air pollution control equipment to improve air quality across buildings, industries, and cities.",Dr srikanth sola,Blue ashva capital,"1,000,000",
Stelis biopharma,2007.0,Bangalore,Biotechnology,Stelis biopharma is a vertically integrated biopharmaceutical company.,Pudhucode radhakrishnan kannan,"Routeone, mankekar family office","195,000,000",Series b
Sterling accuris wellness,2016.0,Ahmedabad,Hospital & health care,"Sterling accuris wellness private limited is a hospital & health care company based out of 3-floor heritage complex, nr.",Girish patel,Morgan stanley private equity asia,30000000,
Storia,2016.0,Mumbai,Food & beverages,"Storia foods and beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",Vishal shah,Sixth sense ventures,6000000,Series a
Strata,2019.0,Bangalore,Real estate,Strata is an innovative tech-driven platform redefining fractional investments in premium commercial real estate,"Sudarshan lodha, priyanka rathore","Kotak investment advisors limited, gruhas proptech",6000000,Series a
Studio sirah,2020.0,Bangalore,Computer games,Studio sirah is founded with a belief in the increasing sophistication of the indian gamer and the whitespace of midcore india-first games.,"Abhaas shah, prateek shah",Lumikai,800000,
Stylework,2017.0,Gurugram,Co-working,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Sparsh khandelwal,Inflection point ventures,"500,000",Pre-series a
Sunstone eduversity,2011.0,Gurugram,Edtech,Sunstone eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,"Ashish munjal, piyush nangru",Westbridge capital,28000000,Series b
